id;name;producer;nation;local1;varieties1;type;abv;degree;price;year;ml
167104;Marchesi di Barolo, Sarmassa 10 anniversary;Marchesi di Barolo;Italy;Piemonte;Nebbiolo;Red;14~15;16~18;0;2010;750
167105;Maldonado, Farm Worker Chardonnay;Maldonado Vineyards;USA;California;Chardonnay;White;14~15;10~12;742;2018;750
167106;Montgomery, Napa Valley Cabernet Sauvignon;Montgomery Vineyard;USA;California;Cabernet Sauvignon;Red;14~15;16~18;1166;2011;750
167107;Napa Glen Napa Valley Cabernet Sauvignon;Stonehedge Winery;USA;California;Cabernet Sauvignon;Red;14~15;16~18;848;2017;750
167108;Work Vineyard, Zina's Pinot Noir;Work Vineyard;USA;California;Pinot Noir;Red;14~15;14~16;1166;2016;750
167109;Veuve Elisabeth, Brut;GH  GH Martel;France;Champagne;Pinot Noir;Sparkling;12~13;6~8;185,394;0;750
167110;Hudson Vineyards, Pick Up Sticks Grenache;Hudson Ranch Vineyard;USA;California;Grenache;Red;13~14;16~18;1166;2017;750
167111;Petra, Quercegobbe 10 Anniversary;Petra;Italy;Toscana;Merlot;Red;14~15;16~18;901;2010;750
167112;Cruce, Cabernet Sauvignon;Vina Fray Leon;Chile;Central Valley;Cabernet Sauvignon;Red;;;63,6;2018;375
167113;Cruce, Chardonnay;Vina Fray Leon;Chile;Central Valley;Chardonnay;White;;;0;2019;375
167114;Alvaro Palacios, Las Lamas;Alvaro Palacios;Spain;Bierzo;Mencia;Red;;;1961;2018;750
167115;Frank Family, Vineyards Reserve Chardonnay  Napa Valley;Frank Family Vineyards;USA;California;Chardonnay;White;14~15;10~12;1590;2018;750
167116;Dujac Fils & Pere, Nuits Saint Georges;Dujac Fils  Pere;France;Bourgogne;Pinot Noir;Red;;;0;2017;750
167117;Sandhi, Blanc de Blancs;Sandhi Wines;USA;California;Chardonnay;Sparkling;;;1187,2;2014;750
167118;Sandhi, Rose Pinot Noir;Sandhi Wines;USA;California;Pinot Noir;Rose;;;508,8;2018;750
167119;Domaine A.F. Gros, Moulin a Vent 'En Mortperay';AF  Domaine AF Gros;France;Bourgogne;Gamay;Red;;;477;2018;750
167120;Cantina Terlan, Chardonnay;Cantina Terlan;Italy;TrentinoAlto Adige;Chardonnay;White;13~14;8~10;185,5;2019;750
167121;Chateau Puech Haut, Argali Rose;Chateau PuechHaut;France;Southern France;Grenache;Rose;13;6~8;482,3;2019;750
167122;Chateau Puech Haut, Argali Rouge;Chateau PuechHaut;France;Southern France;Syrah & Shiraz;Red;13;10~12;482,3;2018;750
167123;Ola Nueva Viura Chadonnay;GCF  GCF Group;Spain;;Viura;White;13;10~12;159;2019;750
167124;Vindivin, Cabalie Cuvee Vieilles Vignes Rouge;Vindivin;France;Southern France;Grenache;Red;13~14;16~18;360,4;2018;750
167125;Montalto, Pennon Hill Shiraz;Montalto;Australia;Victoria;Syrah & Shiraz;Red;14~15;16~18;519,4;2018;750
167126;Anay, Gran Reserva Cabernet Sauvignon;Anay;Chile;Rapel Valley;Cabernet Sauvignon;Red;14~15;16~18;328,6;2017;750
167127;Anay, Founder’s Collection Syrah;Anay;Chile;Rapel Valley;Syrah & Shiraz;Red;13~14;16~18;980,5;2010;750
167128;OmyRose Yeon;Omynara;Korea;Gyeongsangbukdo;Omija;Sparkling;8~9;6~8;265;0;750
167129;Domaine Fanny Sabre, Bourgogne Blanc;Domaine Fanny Sabre;France;Bourgogne;Chardonnay;White;;;0;2018;750
167130;Quinta de Chocapalha, White Reserva;Quinta de Chocapalha;Portugal;Lisboa;Chardonnay;White;13~14;8~10;530;2016;750
167131;Hardys, Reserve Chardonnay 3L;Hardys;Australia;South Australia;Chardonnay;White;13~14;8~10;131,97;0;3000
167132;Hardys, Reserve Chardonnay 5L;Hardys;Australia;South Australia;Chardonnay;White;13~14;8~10;0;0;5000
167133;Hardys, The Riddle Cabernet Merlot ;Hardys;Australia;South Australia;Cabernet Sauvignon;Red;13~14;16~18;0;2020;750
167134;Hardys, The Riddle Shiraz;Hardys;Australia;South Australia;Syrah & Shiraz;Red;13~14;16~18;0;2020;750
167135;Sommariva, Conegliano Valdobbiadene Prosecco Superiore Dry;Sommariva;Italy;Veneto;Glera;Sparkling;11;6~8;243,8;0;750
167136;Hardys Char No.3 Cabernet Sauvignon;Hardys;Australia;South Australia;Cabernet Sauvignon;Red;13~14;16~18;0;2018;750
167137;Hardys Char No.3 Shiraz;Hardys;Australia;South Australia;Syrah & Shiraz;Red;14~15;16~18;0;2018;750
167138;Gerard Duplessis, Chablis;Domaine Gerard Duplessis;France;Bourgogne;Chardonnay;White;13~14;8~10;551,2;2018;750
167139;Chalone Vineyard, Estate Pinot Noir;Chalone Vineyard;USA;California;Pinot Noir;Red;14~15;15~17;689;2018;750
167140;Chalone Vineyard, Estate Chardonnay;Chalone Vineyard;USA;California;Chardonnay;White;12;10~12;689;2018;750
167141;Bachelet Monnot, Batard Montrachet;Bachelet Monnot;France;Bourgogne;Chardonnay;White;14~15;10~12;5734,6;2017;750
167142;Bachelet Monnot, Puligny Montrachet 1er Les Folatieres;Bachelet Monnot;France;Bourgogne;Chardonnay;White;13~14;10~12;1992,8;2017;750
167143;Bachelet Monnot, Puligny Montrachet 1er Hameaude Blagny;Bachelet Monnot;France;Bourgogne;Chardonnay;White;13~14;10~12;1510,5;2017;750
167144;Bachelet Monnot, Puligny Montrachet;Bachelet Monnot;France;Bourgogne;Chardonnay;White;13~14;10~12;1219;2017;750
167145;Bachelet Monnot, Maranges1er Clos de la Boutiere;Bachelet Monnot;France;Bourgogne;Pinot Noir;Red;13~14;14~16;731,4;2017;750
167146;Bachelet Monnot, Bourgogne Chardonnay;Bachelet Monnot;France;Bourgogne;Chardonnay;White;12~13;10~12;535,3;2017;750
167147;Bachelet Monnot, Bourgogne Pinot Noir;Bachelet Monnot;France;Bourgogne;Pinot Noir;Red;12~13;14~16;535,3;2017;750
167148;Richard Seguin, Gevrey Chambertin;Richard Seguin;France;Bourgogne;Pinot Noir;Red;;;1166;2017;750
167149;Henri Giraud, Fut de Chene Brut MV14;Champagne Henri Giraud;France;Champagne;Pinot Noir;Sparkling;;;2332;0;750
167150;Domaine de Triennes, Triennes Rose;Domaine de Triennes;France;Southern France;Cinsault;Rose;;;291,5;2018;750
167151;Leonard Kreusch, Riesling Bin 168;Leonard Kreusch;Germany;MoselSaarRuwer;Riesling;White;11~12;8~10;106;0;750
167152;Nathalie Falmet, Parcelle ZH 318;Nathalie Falmet;France;Champagne;Pinot Noir;Sparkling;;;2432,7;2014;750
167153;Lapostolle, NO.7;Lapostolle Casa Lapostolle;Chile;Rapel Valley;Cabernet Sauvignon;Red;14~15;16~18;263,94;2018;750
167154;Delicato, 1924 Bourbon Barrel Aged Cabernet Sauvignon;Delicato Family Vineyards  DFV;USA;California;Cabernet Sauvignon;Red;15;17~19;328,6;2018;750
167155;Clos Amador, Cava Brut Delicat Reserva;Pere Ventura;Spain;Penedes;Macabeo;Sparkling;;;185,5;0;750
167156;Charles Dufour, Bistrotage B.13 Extra Brut (Francoise Martinot);Champagne Charles Dufour;France;Champagne;Pinot Noir;Sparkling;;;927,5;0;750
167157;Charles Dufour, Bullesde Comptoir #7 Assemblage;Champagne Charles Dufour;France;Champagne;Pinot Noir;Sparkling;;;1166;0;750
167158;Charles Dufour, Face B Orange Sanguine;Champagne Charles Dufour;France;Champagne;Pinot Noir;Sparkling;;;874,5;2016;750
167159;Domaine Denis Carre, Auxey Duresses 'Les Vireux';Domaine Denis Carre;France;Bourgogne;Chardonnay;White;;;742;2017;750
167160;Domaine Denis Carre, Savigny Les Beaune Vieilles Vignes;Domaine Denis Carre;France;Bourgogne;Pinot Noir;Red;;;731,4;2017;750
167161;Domaine Denis Carre, Pommard 1er Cru 'Les Charmots';Domaine Denis Carre;France;Bourgogne;Pinot Noir;Red;;;1378;2017;750
167162; Castel MiMi, Rose de Bulboaca ;Castel MiMi;Moldova;Cabernet Sauvignon;Pinot Noir;Rose;13~14;10~12;392,2;2018;750
167163;Hugh Hamilton, Black Blood III Single Vineyard Shiraz;Hugh Hamilton;Australia;South Australia;Syrah & Shiraz;Red;14~15;16~18;1325;2017;750
167164;Kissing Booth Sauvignon Blanc;Angove;New Zealand;South Island;Sauvignon blanc;White;13~14;8~10;275,6;2018;750
167165;Angove, Muscle Man Shiraz;Angove;Australia;South Australia;Syrah & Shiraz;Red;14~15;16~18;275,6;2017;750
167166;Angove, Whiz Bang Shiraz;Angove;Australia;South Australia;Syrah & Shiraz;Red;14~15;16~18;275,6;2017;750
167167;Angove, Grand Tawny 10years;Angove;Australia;South Australia;Blend;Fortified;19~20;16~18;397,5;0;500
167168;Angove, Rare Tawny 15 years;Angove;Australia;South Australia;Blend;Fortified;19~20;16~18;556,5;0;500
167171;Mt. Brave, Cabernet Sauvignon;Mt Brave;USA;California;Cabernet Sauvignon;Red;;;1696;2016;750
167172;Penner Ash, Shea Vineyard Pinot Noir;PennerAsh;USA;Oregon;Pinot Noir;Red;;;1007;2018;750
167174;Anakota, Helena Montana;Anakota;USA;California;Cabernet Sauvignon;Red;;;1855;2015;750
167175;Vietti, Barolo Cru Lazzarito;Vietti;Italy;Piemonte;Nebbiolo;Red;;;2650;2016;750
167176;Donnafugata, Bell'Assai;Donnafugata;Italy;Sicilia;Frappato;Red;;;296,8;2019;750
167177;Alvaro Palacios, Gratallops Vi de Vila;Alvaro Palacios;Spain;Catalunya;Garnacha;Red;;;784,4;2018;750
167179;Alvaro Palacios, Quinon de Valmira;Alvaro Palacios;Spain;Rioja;Garnacha;Red;;;5247;2019;750
167180;Mt. Brave, Cabernet Franc;Mt Brave;USA;California;Cabernet Franc;Red;;;1537;2016;750
167181;Mt. Brave. Merlot;Mt Brave;USA;California;Merlot;Red;;;1537;2016;750
167182;Penner Ash, Willamette Valley Pinot Noir;PennerAsh;USA;Oregon;Pinot Noir;Red;;;636;2017;750
167183;Penner Ash, Oregon Viognier;PennerAsh;USA;Oregon;Viognier;White;;;530;2018;750
167184;Rocca Vespera;Rocca Family Vineyards;USA;California;Cabernet Sauvignon;Red;15~16;16~18;1166;2014;750
167185;Rocca Collinetta;Rocca Family Vineyards;USA;California;Cabernet Sauvignon;Red;15~16;16~18;1908;2013;750
167186;Rocca Grigsby;Rocca Family Vineyards;USA;California;Cabernet Sauvignon;Red;15~16;16~18;1749;2014;750
167187;Giordano, Selvato Toscana Rosso;Giordano Vini;Italy;Toscana;Sangiovese;Red;13~14;16~18;265;0;750
167188;Pulpoloco, White Sangria ;Pulpoloco;Spain;;Airen;Etc;7;6~8;95,4;0;750
167189;Yali, Premium Release Unoaked Chardonnay;Yali;Chile;Aconcagua;Chardonnay;White;13~14;8~10;104,94;2017;750
167190;Justino's Madeira, Fine dry 3 years Old;Justinos Madeira;Portugal;Madeira;Tinta Negra Mole;Fortified;19;9~11;280,9;0;750
167191;Justino's Medeira, Reserve Fine Dry 5 Years Old;Justinos Madeira;Portugal;Madeira;Tinta Negra Mole;Fortified;19;9~11;371;0;750
167192;Ralson Jacobs, Napa Valley Cabernet Sauvignon;Ralson Jacobs;USA;California;Cabernet Sauvignon;Red;14~15;16~18;636;2017;750
167193;Duckhorn, Postmark Napa Valley Cabernet Sauvignon;Duckhorn Wine Company;USA;California;Cabernet Sauvignon;Red;14~15;16~18;185,5;2018;750
167194;Acustic Celler, Acustic Negre;Acustic Celler;Spain;Montsant;Carinena;Red;14~15;16~18;0;2017;750
167196;Acustic Celler, Acustic Blanc;Acustic Celler;Spain;Montsant;Garnacha Blanca;White;14~15;10~12;0;2017;750
167197;Acustic Celler, Acustic Rosat;Acustic Celler;Spain;Montsant;Grenache;Rose;14~15;10~12;0;2019;750
167198;Ritme Celler, Ritme Negre;Ritme Celler;Spain;Catalunya;Carinena;Red;14~15;16~18;0;2017;750
167199;Ritme Celler, Plaer;Ritme Celler;Spain;Catalunya;Carinena;Red;14~15;16~18;0;2016;750
167200;Ritme Celler, Ritme Blanc;Ritme Celler;Spain;Catalunya;Grenache Blanc;White;13~14;10~12;0;2018;750
167201;Pret a Porter Brunello di Montalcino Riserva;Bottega SPA;Italy;Toscana;Sangiovese Grosso;Red;;;0;2013;750
167202;Bottega, Bacur Gin;Bottega SPA;Italy;Veneto;;;40;;0;0;500
167203;Pierre & Remy Gauthier, Les Heritiers Cotes du Rhone;Pierre  Remy Gauthier;France;Rhone;Grenache;Red;;;0;2016;750
167204;Wakefiled Taylors Family, Estate Shiraz;Wakefield Taylors Family Wines;Australia;South Australia;Syrah & Shiraz;Red;;;0;2018;750
167205;Wakefiled Taylors Family, Estate Cabernet Sauvignon;Wakefield Taylors Family Wines;Australia;South Australia;Cabernet Sauvignon;Red;;;0;2017;750
167206;Wakefiled Taylors Family, Estate Sauvignon Blanc;Wakefield Taylors Family Wines;Australia;South Australia;Sauvignon blanc;White;;;0;2018;750
167207;Wakefiled Taylors Family, Jaraman Shiraz;Wakefield Taylors Family Wines;Australia;South Australia;Syrah & Shiraz;Red;;;0;2017;750
167208;Wakefiled Taylors Family, Jaraman Cabernet Sauvignon;Wakefield Taylors Family Wines;Australia;South Australia;Cabernet Sauvignon;Red;;;0;2016;750
167209;Berlucchi, Palazzo Lana Saten ;Guido Berlucchi;Italy;Lombardia;Chardonnay;Sparkling;12~13;10~12;2226;2008;750
167210;Fattoria Lornano, Chianti Classico Reserva ‘Le Bandite’;Fattoria Lornano;Italy;Toscana;Sangiovese;Red;14~15;16~18;477;2015;750
167211;Fattoria Lornano, Chianti Classico Gran Selezione;Fattoria Lornano;Italy;Toscana;Sangiovese;Red;14~15;18~20;636;2012;750
167212;Le Terre dell’Abate Montepulciano d’Abruzzo;Cantina Zaccagnini;Italy;Abruzzo;Montepulciano;Red;12~13;16~18;0;2018;750
167213;Le Terre dell’Abate Pecorino;Cantina Zaccagnini;Italy;Abruzzo;Pecorino;White;13~14;16~18;0;2019;750
167214;Le Terre dell’Abate Trebbiano d’Abruzzo;Cantina Zaccagnini;Italy;Abruzzo;Trebbiano;White;12~13;10~12;0;2019;750
167215;Maal Wines, Biolento Malbec;Maal Wines;Argentina;Mendoza;Malbec;Red;14~15;16~18;318;2017;750
167216;Jaume Serra, Organic Brut Cava;JGarcia Carrion;Spain;Penedes;Macabeo;Sparkling;11~12;6~8;185,5;0;750
167217;Masso Antico Fiano;Schenk Italian Wineries;Italy;Campania;Fiano;White;13~14;10~12;212;2018;750
167218;Coloma, Cuvee Tinto ;Coloma;Spain;Extremandura;Garnacha;Red;14~15;18~20;159;2017;750
167219;Viriatus;FM Barrero;Spain;Leon;Tempranillo;Red;13~14;16~18;95,4;2014;750
167220;Jose de Sousa;Jose Maria da Fonseca;Portugal;Alentejo;Grand Noir;Red;14~15;14~16;344,5;2017;750
167221;Jose de Sousa Mayor;Jose Maria da Fonseca;Portugal;Alentejo;Grand Noir;Red;14~15;14~16;901;2016;750
167222;Privada, Moscatel de Setubal, Cognac;Jose Maria da Fonseca;Portugal;Setubal Peninsula;Moscatel de Setubal;Fortified;18~19;10~16;636;1998;750
167223;JR Pinot Noir;Johanneshof Reinisch;Austria;Niederosterreich;Pinot Noir;Red;12~13;14~16;360,4;2018;750
167224;Michel Singla Languedoc;Domaine Singla;France;Southern France;Syrah & Shiraz;Red;14~15;16~18;217,3;2018;750
167225;Torre Rracina;Casa Vinicola Botter;Italy;Sicilia;Nero d'Avola;Red;11~12;14~16;217,3;2019;750
167226;Les Quatre Vents;Domaine Singla;France;Southern France;Carignan;Red;14~15;16~18;710,2;2013;750
167227;Maison Galhaud, Grenache Noir;Maison Galhaud;France;Southern France;Grenache;Red;13~14;16~18;217,3;2016;750
167228;Paranga Sparkling;Kir Yianni;Greece;Macedonia;Chardonnay;Sparkling;11~12;6~8;254,4;2018;750
167229;Kretikos White;Boutari;Greece;Crete;Vilana;White;12~13;8~10;116,6;2017;750
167230;Paranga White;Kir Yianni;Greece;Macedonia;Roditis;White;12~13;8~10;185,5;2017;750
167231;Assyrtiko Kir Yianni;Kir Yianni;Greece;Macedonia;Assyrtiko;White;13~14;8~10;397,5;2016;750
167232;Nemea;Boutari;Greece;Peloponnese;Agiorgitiko;Red;12~13;16~18;174,9;2017;750
167233;Mavroudi;Tsantali;Greece;Thrace;Mavrud;Red;13~14;16~18;185,5;2015;750
167234;Naoussa;Boutari;Greece;Macedonia;Xinomavro;Red;13~14;16~18;212;2016;750
167235;Kormilitsa Gold;Tsantali;Greece;Macedonia;Cabernet Sauvignon;Red;13~14;16~18;5300;2004;750
167236;Vinsanto;Sigalas;Greece;The Cyclades Islands;Assyrtiko;White;9~10;8~10;1007;2007;750
167237;Ouzo of Plomari;Plomari;Greece;;;;40;3~5;238,5;0;500
167238;Sato, L’atypique Pinot Gris;Sato Wines;New Zealand;South Island;Pinot Gris;White;;;535,3;2017;750
167239;Sato, Riesling;Sato Wines;New Zealand;South Island;Riesling;White;;;487,6;2017;750
167240;"Guiborat, Prohibition Blanc de Noirs Extra Brut 	";Champagne Guiborat;France;Champagne;Pinot Meunier;Sparkling;;;964,6;2016;750
167241;Suenen, ‘Les Robarts’ Cramant  Blanc de Blancs Extra Brut;Champagne Suenen;France;Champagne;Chardonnay;Sparkling;;;1992,8;2013;750
167242;Suenen, ‘Le Mont-Aigu’ Chouilly  Blanc de Blancs Extra Brut  ;Champagne Suenen;France;Champagne;Chardonnay;Sparkling;;;1166;2013;750
167243;Suenen, ‘La Cocluette’ Oiry Blanc de Blancs Extra Brut  ;Champagne Suenen;France;Champagne;Chardonnay;Sparkling;;;1272;2013;750
167244;Suenen, ‘La Grande Vigne’ Montigny-sur-Vesle  Blanc de Noirs Extra Brut  ;Champagne Suenen;France;Champagne;Pinot Meunier;Sparkling;;;1510,5;2013;750
167245;Yann Alexandre, Brut Noir;Yann Alexandre;France;Champagne;Pinot Meunier;Sparkling;;;0;0;750
167246;Yann Alexandre, Roche Mere Brut Nature;Yann Alexandre;France;Champagne;Pinot Meunier;Sparkling;;;0;0;750
167247;Yann Alexandre, Grande Reserve Premier Cru;Yann Alexandre;France;Champagne;Pinot Noir;Sparkling;;;0;0;750
167248;Yann Alexandre Blanc de Blancs;Yann Alexandre;France;Champagne;Chardonnay;White;;;0;2010;750
167250;Domaine Marc Kreydenweiss, Clos Rebberg Cru Cremant d’Alsace;Domaine Marc Kreydenweiss;France;Alsace;Pinot Gris;Sparkling;;;0;2017;750
167251;Domaine Marc Kreydenweiss, Kritt Pinot Blanc  'Les Charmes';Domaine Marc Kreydenweiss;France;Alsace;Pinot Blanc;White;;;0;2018;750
167253;Domaine Marc Kreydenweiss, Lerchenberg Pinot Gris;Domaine Marc Kreydenweiss;France;Alsace;Pinot Gris;White;;;0;2018;750
167254;Domaine Marc Kreydenweiss, Kritt Gewurztraminer 'Les Charmes';Domaine Marc Kreydenweiss;France;Alsace;Gewurztraminer;White;;;0;2016;750
167255;Domaine Marc Kreydenweiss, Pinot Boir;Domaine Marc Kreydenweiss;France;Alsace;Pinot Noir;Red;;;0;2018;750
167256;Domaine Marc Kreydenweiss, KB Pinot Noir;Domaine Marc Kreydenweiss;France;Alsace;Pinot Noir;Red;;;0;2018;750
167257;Domaine Marc Kreydenweiss, Clos Rebberg Riesling;Domaine Marc Kreydenweiss;France;Alsace;Riesling;White;;;0;2016;750
167258;Domaine Marc Kreydenweiss, Moenchberg Grand Cru Pinot Gris  ;Domaine Marc Kreydenweiss;France;Alsace;Pinot Gris;White;;;0;2015;750
167259;Domaine Marc Kreydenweiss, Wiebelsberg Grand Cru Riesling 'La Dame';Domaine Marc Kreydenweiss;France;Alsace;Riesling;White;;;0;2016;750
167260;Domaine Marc Kreydenweiss, Kastelberg Grand Cru Riesling;Domaine Marc Kreydenweiss;France;Alsace;Riesling;White;;;0;2016;750
167261;San Simon Monastrell;JGarcia Carrion;Spain;Jumilla;Monastrell;Red;12~13;14~16;424;0;750
167262;Kokomo, Sonoma Coast Gopher Hill Pinot Noir;Kokomo;USA;California;Pinot Noir;Red;14~15;14~16;1579,4;2018;750
167263;Como Cabernet Sauvignon;Undurraga Vina Undurraga;Chile;Central Valley;Cabernet Sauvignon;Red;13~14;16~18;0;2019;750
167264;Como Moscato;Canti;Italy;Piemonte;Moscato;White;5~6;8~10;0;0;750
167265;Caballero Cabernet Sauvignon;Bodegas Parra Jimenez;Spain;Cabernet Sauvignon;;Red;13~14;16~18;100,7;2019;750
167266;Caballero Tempranillo;Bodegas Parra Jimenez;Spain;;Tempranillo;Red;13~14;16~18;100,7;2019;750
167267;Caballero Verdejo;Bodegas Parra Jimenez;Spain;;Verdejo;White;11~12;8~10;100,7;2019;750
167268;Cabllero Sauvignon Blanc;Bodegas Parra Jimenez;Spain;Sauvignon blanc;;White;11~12;8~10;100,7;2019;750
167269;1000 Stories Bourbon Barrel-Aged Zinfandel;Fetzer Vineyards;USA;California;Zinfandel;Red;15~16;16~18;210,94;2017;750
167270;1000 Stories Bourbon Barrel-Aged Cabernet Sauvignon;Fetzer Vineyards;USA;California;Cabernet Sauvignon;Red;14~15;16~18;210,94;2017;750
167271;Domaine Albert Mann, Pinot Noir Grand H;Domaine Albert Mann;France;Alsace;Pinot Noir;Red;;;0;2016;750
167272;Domaine Albert Mann, Pinot Noir Grand P;Domaine Albert Mann;France;Alsace;Pinot Noir;Red;;;0;2016;750
167273;Domaine Albert Mann, Pinot Noir Les Saintes Claires;Domaine Albert Mann;France;Alsace;Pinot Noir;Red;;;0;2016;750
167274;Domaine Albert Mann, Pinot Blanc Auxerrois;Domaine Albert Mann;France;Alsace;Pinot Blanc;White;;;0;2018;750
167275;Domaine Albert Mann, Auxerrois V.V.;Domaine Albert Mann;France;Alsace;Auxerrois;White;;;0;2018;750
167276;Domaine Albert Mann, Riesling;Domaine Albert Mann;France;Alsace;Riesling;White;;;0;2018;750
167277;Domaine Albert Mann, Pinot Gris   ;Domaine Albert Mann;France;Alsace;Pinot Gris;White;;;0;2017;750
167278;Domaine Albert Mann, Riesling Cuvee Albert;Domaine Albert Mann;France;Alsace;Riesling;White;;;0;2017;750
167280;Domaine Albert Mann, Pinot Gris Cuvee Albert;Domaine Albert Mann;France;Alsace;Pinot Gris;White;;;0;2017;750
167281;Domaine Albert Mann, Riesling Schlossberg;Domaine Albert Mann;France;Alsace;Riesling;White;12~13;8~10;0;2016;750
167282;Domaine Albert Mann, Gewurztraminer Furstentum V.V.;Domaine Albert Mann;France;Alsace;Gewurztraminer;White;;;0;2015;750
167283;Domaine Albert Mann,Gewurztraminer  Steingrubler;Domaine Albert Mann;France;Alsace;Gewurztraminer;White;13~14;10~12;0;2015;750
167284;Domain Albert Mann, Riesling Altenbourg Vendanges Tardives;Domaine Albert Mann;France;Alsace;Riesling;White;;;0;2014;750
167285;Domaine Albert Mann, Pinot Gris Altenbourg 'Le Tri' Selection de Grains Nobles;Domaine Albert Mann;France;Alsace;Pinot Gris;White;;;0;2011;750
167286;Domaine Julien Meyer, Les Bulles d'Emma;Domaine Julien Meyer;France;Alsace;Pinot Blanc;White;;;0;0;750
167287;Domaine Julien Meyer, Mer & Coquillages;Domaine Julien Meyer;France;Alsace;Silvaner;White;;;0;2018;750
167288;Domaine Julien Meyer, Nature;Domaine Julien Meyer;France;Alsace;Silvaner;White;;;0;2018;750
167289;Domaine Julien Meyer, Riesling Grittermatte;Domaine Julien Meyer;France;Alsace;Riesling;White;;;0;2015;750
167290;Domaine Julien Meyer, Muscat Petite Fleur Maceration VDF;Domaine Julien Meyer;France;Alsace;Muscat;White;;;0;2018;750
167291;Domaine Julien Meyer, Pinot Gris Fanny Elisabeth VDF;Domaine Julien Meyer;France;Alsace;Pinot Gris;White;;;0;2018;750
167292;Domaine Julien Meyer, Gewurztraminer Cuvee des Pucelles;Domaine Julien Meyer;France;Alsace;Gewurztraminer;White;;;0;2018;750
167293;Domaine Julien Meyer, LouLou PG & PN;Domaine Julien Meyer;France;Alsace;Pinot Noir;Rose;;;0;2018;750
167294;Domaine Julien Meyer, Riesling Grand Cru Muenchberg;Domaine Julien Meyer;France;Alsace;Riesling;White;;;0;2016;750
167295;Domaine Julien Meyer, Pinot Noir Les Pierres Chaudes;Domaine Julien Meyer;France;Alsace;Pinot Noir;Red;;;0;2017;750
167296;Domaine Julien Meyer, Pinot Noir Heissenstein;Domaine Julien Meyer;France;Alsace;Pinot Noir;Red;;;0;2015;750
167297;Domaine Gerard Schueller, Pinot Gris;Domaine Gerard Schueller;France;Alsace;Pinot Gris;White;;;0;2018;750
167298;Domaine Gerard Schueller, Pinot Gris Le Bild et Leon;Domaine Gerard Schueller;France;Alsace;Pinot Gris;White;;;0;2013;750
167299;Domaine Gerard Schueller, Pinot Gris Reserve;Domaine Gerard Schueller;France;Alsace;Pinot Gris;White;;;0;2018;750
167300;Domaine Gerard Schueller, Riesling Grand Cru Pfersigberg H;Domaine Gerard Schueller;France;Alsace;Riesling;White;;;0;2013;750
167301;Roche Mazet, Pinot Noir;CASTEL Groupe CASTEL;France;Southern France;Pinot Noir;Red;12~13;14~16;116,6;2018;750
167302;Domaine Gerard Schueller, Riesling H;Domaine Gerard Schueller;France;Alsace;Riesling;White;;;0;2016;750
167303;Domaine Gerard Schueller, Pinot Blanc;Domaine Gerard Schueller;France;Alsace;Pinot Blanc;White;;;0;2018;750
167304;Domaine Lissner, Dionysiuskapelle Sylvaner;Domaine Lissner;France;Alsace;Silvaner;White;;;0;2017;750
167305;Domaine Lissner, Wolxheim Riesling;Domaine Lissner;France;Alsace;Riesling;White;;;0;2017;750
167306;Domaine Lissner, Horn Sylvaner;Domaine Lissner;France;Alsace;Silvaner;White;;;0;2017;750
167307;Domaine Lissner, Horn Pinot Blanc;Domaine Lissner;France;Alsace;Pinot Blanc;White;;;0;2017;750
167308;Domaine Lissner, Pinot Gris M;Domaine Lissner;France;Alsace;Pinot Gris;White;;;0;2017;750
167309;Jean Claude Ramonet, Chassagne Montrachet 1er cru Clos de la Boudriotte ;Domaine Jean Claude Ramonet;France;Bourgogne;Pinot Noir;Red;;;0;2016;750
167310;Domaine des Chezeaux, Griotte-Chambertin Grand Cru;Domaine des Chezeaux;France;Bourgogne;Pinot Noir;Red;;;0;2014;750
167311;Domaine des Chezeaux, Chambertin Grand Cru;Domaine des Chezeaux;France;Bourgogne;Pinot Noir;Red;;;0;2014;750
167312;Domaine des Chezeaux, Clos-St.-Denis 'Tres Vieilles Vignes'  Grand Cru;Domaine des Chezeaux;France;Bourgogne;Pinot Noir;Red;;;0;2014;750
167313;Domaine Lamy Caillat, Chassagne Montrachet 1er Cru 'Les Champs Gains'   ;Domaine Lamy Caillat;France;Bourgogne;Chardonnay;White;;;0;2015;750
167314;Domaine Lamy Caillat, Chassagne Montrachet 1er Cru 'Les Caillerets';Domaine Lamy Caillat;France;Bourgogne;Chardonnay;White;;;0;2016;750
167315;Domaine Lamy Caillat, Chassagne Montrachet 1er Cru 'La Romanee';Domaine Lamy Caillat;France;Bourgogne;Chardonnay;White;;;0;2016;750
167316;Domaine Lamy Caillat, Chassagne Montrachet Village 'Pot Bois';Domaine Lamy Caillat;France;Bourgogne;Chardonnay;White;;;0;2016;750
167317;Domaine Heresztyn Mazzini, Bourgogne Chardonnay;Domaine Heresztyn Mazzini;France;Bourgogne;Chardonnay;White;;;0;2017;750
167318;Domaine Heresztyn Mazzini, Bourgogne Pinot Noir;Domaine Heresztyn Mazzini;France;Bourgogne;Pinot Noir;Red;;;0;2017;750
167319;Domaine Heresztyn Mazzini, Chambolle Musigny;Domaine Heresztyn Mazzini;France;Bourgogne;Pinot Noir;Red;;;0;2017;750
167320;Domaine Heresztyn Mazzini, Gevrey Chambertin V.V. Les Songes;Domaine Heresztyn Mazzini;France;Bourgogne;Pinot Noir;Red;;;0;2017;750
